Category	Term	Count	%	PValue	List Total	Pop Hits	Pop Total	Fold Enrichment	FDR
GOTERM_BP_DIRECT	GO:0060323~head morphogenesis	2	0.99502487562189	0.079788335863835	180	3	6549	24.2555555555556	1
GOTERM_BP_DIRECT	GO:0042985~negative regulation of amyloid precursor protein biosynthetic process	2	0.99502487562189	0.079788335863835	180	3	6549	24.2555555555556	1
GOTERM_BP_DIRECT	GO:1990000~amyloid fibril formation	2	0.99502487562189	0.079788335863835	180	3	6549	24.2555555555556	1
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	4	1.99004975124378	0.084425030786951	180	38	6549	3.82982456140351	1
GOTERM_BP_DIRECT	GO:0031647~regulation of protein stability	4	1.99004975124378	0.089704619119023	180	39	6549	3.73162393162393	1
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	4	1.99004975124378	0.089704619119023	180	39	6549	3.73162393162393	1
GOTERM_BP_DIRECT	GO:0006810~transport	7	3.48258706467662	0.094363198891799	180	115	6549	2.21463768115942	1
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	4	1.99004975124378	0.095119139763482	180	40	6549	3.63833333333333	1
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	10	4.97512437810945	0.096297131545988	180	200	6549	1.81916666666667	1
Category	Term	Count	%	PValue	List Total	Pop Hits	Pop Total	Fold Enrichment	FDR
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	36	17.910447761194	5.18600202099025E-13	191	315	6954	4.16095736724009	1.46763857194024E-10
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	79	39.3034825870647	5.83737688084654E-12	191	1369	6954	2.10099472615392	8.25988828639785E-10
GOTERM_CC_DIRECT	GO:0016020~membrane	64	31.8407960199005	3.82161832432916E-09	191	1124	6954	2.0730748448883	3.60505995261718E-07
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	78	38.8059701492537	6.16342444655258E-09	191	1541	6954	1.84286398646422	4.36062279593595E-07
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	31	15.4228855721393	2.58620942152547E-08	191	357	6954	3.16151172510889	1.46379453258342E-06
GOTERM_CC_DIRECT	GO:0042470~melanosome	12	5.97014925373134	1.98794384552135E-07	191	55	6954	7.9436458829129	9.37646847137571E-06
GOTERM_CC_DIRECT	GO:0005790~smooth endoplasmic reticulum	6	2.98507462686567	6.84157771985112E-05	191	17	6954	12.8500153988297	0.002765952135311
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	23	11.4427860696517	0.000616529701599	191	379	6954	2.20947934078382	0.021809738194058
GOTERM_CC_DIRECT	GO:0071556~integral component of lumenal side of endoplasmic reticulum membrane	5	2.48756218905473	0.00151655120228	191	19	6954	9.58115183246073	0.045266698723216
GOTERM_CC_DIRECT	GO:0005615~extracellular space	24	11.9402985074627	0.00159952999022	191	434	6954	2.0133664680194	0.045266698723216
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	8	3.98009950248756	0.002028783742832	191	66	6954	4.41313660161828	0.052195072656502
GOTERM_CC_DIRECT	GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane	5	2.48756218905473	0.005038697420568	191	26	6954	7.00161095449054	0.118829280835062
GOTERM_CC_DIRECT	GO:0005794~Golgi apparatus	21	10.4477611940299	0.008967844208267	191	414	6954	1.84680173002504	0.188779515460879
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	9	4.47761194029851	0.010214170577938	191	110	6954	2.97886720609234	0.188779515460879
GOTERM_CC_DIRECT	GO:0030660~Golgi-associated vesicle membrane	3	1.49253731343284	0.010360970919022	191	6	6954	18.2041884816754	0.188779515460879
GOTERM_CC_DIRECT	GO:0005793~endoplasmic reticulum-Golgi intermediate compartment	5	2.48756218905473	0.010673046810509	191	32	6954	5.68880890052356	0.188779515460879
GOTERM_CC_DIRECT	GO:0034663~endoplasmic reticulum chaperone complex	3	1.49253731343284	0.018656204213232	191	8	6954	13.6531413612565	0.300504043611152
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	14	6.96517412935323	0.019113331395762	191	250	6954	2.03886910994764	0.300504043611152
GOTERM_CC_DIRECT	GO:0009986~cell surface	12	5.97014925373134	0.022225286658766	191	202	6954	2.16287387901094	0.318098424365239
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	14	6.96517412935323	0.022750880621066	191	256	6954	1.99108311518325	0.318098424365239
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	9	4.47761194029851	0.023604476719682	191	128	6954	2.5599640052356	0.318098424365239
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	5	2.48756218905473	0.026922203942072	191	42	6954	4.33433059087509	0.341098862933122
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	6	2.98507462686567	0.028285532364902	191	63	6954	3.46746447270007	0.341098862933122
GOTERM_CC_DIRECT	GO:0005771~multivesicular body	3	1.49253731343284	0.028927112050866	191	10	6954	10.9225130890052	0.341098862933122
GOTERM_CC_DIRECT	GO:0030176~integral component of endoplasmic reticulum membrane	5	2.48756218905473	0.03131526984236	191	44	6954	4.13731556401713	0.35448885461551
GOTERM_CC_DIRECT	GO:0032580~Golgi cisterna membrane	4	1.99004975124378	0.03289908091304	191	26	6954	5.60128876359243	0.358093842245784
GOTERM_CC_DIRECT	GO:0000792~heterochromatin	3	1.49253731343284	0.047529470029043	191	13	6954	8.40193314538864	0.478885341810709
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	6	2.98507462686567	0.048735221298123	191	73	6954	2.99246933945349	0.478885341810709
GOTERM_CC_DIRECT	GO:0005764~lysosome	7	3.48258706467662	0.049073056227953	191	97	6954	2.62740864683975	0.478885341810709
GOTERM_CC_DIRECT	GO:0031090~organelle membrane	3	1.49253731343284	0.054475923680904	191	14	6954	7.80179506357517	0.513889546723193
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	50	24.8756218905473	0.073754428250327	191	1477	6954	1.23251106849529	0.656669092817492
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	4	1.99004975124378	0.074252335583603	191	36	6954	4.04537521815009	0.656669092817492
GOTERM_CC_DIRECT	GO:0005769~early endosome	7	3.48258706467662	0.097358105059117	191	116	6954	2.19705723054703	0.83491950702212
Category	Term	Count	%	PValue	List Total	Pop Hits	Pop Total	Fold Enrichment	FDR
GOTERM_MF_DIRECT	GO:0001540~beta-amyloid binding	4	1.99004975124378	0.004239029699521	175	13	6600	11.6043956043956	1
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	7	3.48258706467662	0.010013545360428	175	70	6600	3.77142857142857	1
GOTERM_MF_DIRECT	GO:0051087~chaperone binding	5	2.48756218905473	0.022127904591892	175	41	6600	4.5993031358885	1
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	8	3.98009950248756	0.037273359782583	175	119	6600	2.53541416566627	1
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	9	4.47761194029851	0.041344973173309	175	148	6600	2.29343629343629	1
GOTERM_MF_DIRECT	GO:0030246~carbohydrate binding	5	2.48756218905473	0.041992305737711	175	50	6600	3.77142857142857	1
GOTERM_MF_DIRECT	GO:0008236~serine-type peptidase activity	3	1.49253731343284	0.065110296796912	175	16	6600	7.07142857142857	1
